V744A,V744B,V744C,V744D,V744E,education_femme,age_femme,exposition_medias,nb_enfants,quintile_richesse,femme_travaille,education_conjoint,alcool_conjoint,milieu_rural,television,radio,violence_physique
0,1,0,0,0,0,42.17459323381654,1,5,2,1,1,0,0,0,2,1
0,0,1,0,0,1,13.363954819023963,0,4,4,1,0,1,1,2,0,1
1,0,1,0,0,0,26.34586684124229,0,4,2,1,1,0,1,2,2,1
0,1,0,0,0,1,28.047297920493104,0,1,3,1,2,0,0,1,0,1
0,1,0,0,0,1,27.972064858979593,0,7,1,0,1,0,0,1,2,1
0,1,0,0,0,1,37.72370388914879,0,2,1,1,1,0,0,2,2,1
0,0,0,0,0,1,38.360634247639894,1,3,2,0,1,0,0,0,2,0
0,0,0,0,0,1,32.21132121667989,0,4,4,1,2,0,0,1,1,0
0,0,0,0,0,2,32.44154368326617,0,3,3,1,0,0,1,2,2,0
0,0,0,0,0,1,55.59675845725338,0,1,3,1,1,0,0,1,2,0
0,0,0,1,0,0,35.91871903107133,0,4,2,0,2,0,0,2,2,1
0,0,0,0,0,2,12.205572398693949,0,4,3,1,0,0,0,1,1,0
0,1,0,0,0,2,40.062045309621794,0,3,3,1,2,0,0,2,1,1
1,0,0,0,1,0,38.103026546678045,0,4,2,1,0,0,1,1,0,1
0,0,0,0,0,3,43.68190767829186,1,1,1,0,1,0,0,2,1,0
0,0,0,0,0,2,38.46510352222998,1,8,4,1,0,0,0,2,1,0
1,0,0,0,0,1,24.485782059064924,0,4,5,0,1,0,1,2,0,1
1,1,0,0,0,3,41.1770423469398,1,4,3,1,0,0,0,0,1,1
0,0,0,0,0,1,33.8235453884454,1,3,2,1,2,0,0,2,1,0
0,0,0,0,0,3,42.62932812465975,0,4,4,1,0,0,1,2,1,0
0,0,0,0,0,0,47.2954611355853,0,3,1,1,0,0,0,1,0,0
0,0,0,0,0,1,31.766643757160892,0,3,1,1,1,0,0,1,0,0
1,0,0,0,0,2,41.044911786035996,1,3,2,1,0,0,0,1,1,1
1,1,1,0,0,0,42.512977359272455,0,2,1,0,2,0,1,1,0,1
0,0,0,0,0,0,34.37637377050565,0,3,1,1,1,0,1,2,1,0
0,0,0,0,0,2,51.11023914127574,1,2,5,0,1,0,1,1,2,0
0,0,1,0,0,1,42.62355323298375,1,5,1,0,2,0,0,0,2,1
0,0,0,0,0,2,27.455891493760898,0,1,3,0,1,0,1,1,1,0
0,0,0,0,0,1,35.31873797188003,0,7,3,0,0,0,1,1,2,0
0,0,0,0,0,2,40.89957079791911,0,4,2,0,2,0,0,0,1,0
0,0,0,0,0,1,50.75683160996607,0,2,3,1,2,0,0,1,0,0
0,1,0,0,0,2,38.67396628358584,0,4,2,0,2,0,1,1,1,1
0,0,0,0,0,1,35.59197911731378,1,3,2,1,0,0,0,2,1,0
0,1,0,1,0,2,44.65347332918934,1,1,2,1,1,0,1,1,2,1
0,1,1,0,0,1,30.85907539305357,1,2,5,0,1,1,0,0,1,1
0,0,0,0,1,1,23.693166423141708,0,3,5,0,1,0,0,0,1,1
0,0,0,0,0,0,39.44493413152182,0,1,2,1,2,0,1,1,1,0
0,1,0,0,0,0,29.3830351982008,0,1,1,0,1,0,0,2,0,1
1,1,0,0,0,1,58.15665111521988,0,2,4,1,1,0,0,0,0,1
0,0,0,0,0,2,35.25262038677436,1,4,2,1,0,0,0,1,2,0
0,0,0,0,0,1,39.50178158651981,0,6,3,1,1,0,0,2,2,0
0,1,0,0,0,1,27.05657660522648,0,3,3,0,1,0,1,1,1,1
0,0,0,0,0,2,44.66078393233504,0,5,5,1,2,0,1,1,1,0
1,1,0,0,1,2,32.64937377519302,0,6,2,1,1,0,1,0,1,1
0,0,0,0,0,2,31.741811593176923,1,8,2,1,0,0,0,2,1,0
1,0,1,0,0,2,31.965144366176837,1,2,1,1,2,0,1,1,2,1
0,0,0,0,0,0,20.88994001035964,1,2,3,1,1,0,0,1,0,0
1,0,0,0,0,3,30.57010242920912,1,4,1,1,2,0,0,2,1,1
0,0,0,0,1,0,37.979341942709446,0,6,3,0,1,0,0,1,2,1
1,0,1,0,0,2,18.52790797323201,0,3,1,1,0,0,0,1,2,1
0,0,1,0,0,2,42.40152192317289,0,3,5,0,1,0,0,2,2,1
0,1,0,0,0,2,30.404452376608447,1,3,1,1,1,0,0,0,1,1
0,0,0,0,1,2,35.17595862760672,0,1,5,1,0,0,1,0,2,1
1,0,0,0,0,2,12.123666112177236,0,6,3,1,1,0,0,1,2,1
0,0,0,0,0,2,34.992379664113656,0,1,5,1,0,0,1,1,1,0
0,0,0,0,0,1,23.198733995004694,1,5,3,1,2,0,1,1,2,0
1,0,0,0,0,0,29.631437205770464,1,5,1,1,1,0,1,2,2,1
0,0,0,0,0,2,18.322570454591173,0,5,1,1,2,0,0,1,1,0
0,0,0,0,0,0,24.69850146259254,1,1,2,1,0,0,0,0,1,0
0,0,0,0,0,2,31.378907672597478,1,5,5,1,2,0,1,1,0,0
0,0,0,0,1,2,30.3727024624932,0,4,4,0,0,0,1,0,1,1
1,0,0,0,0,1,41.1261322595352,0,3,3,0,2,0,0,0,0,1
0,0,0,0,0,2,15.526938543778616,1,2,2,0,2,0,0,0,1,0
0,1,0,0,0,2,32.422265551841626,0,4,2,1,2,0,0,0,0,1
1,1,1,0,1,2,31.97853160206703,1,1,3,0,0,0,0,0,2,1
0,1,0,0,0,1,28.642394307420936,0,2,4,0,2,0,1,1,1,1
0,1,0,1,0,2,24.40718525061061,0,2,3,0,1,0,1,2,0,1
0,0,0,0,1,3,43.150246864272106,0,1,4,0,2,0,1,1,2,1
0,0,0,0,1,2,51.94373616348677,1,3,3,1,1,0,0,0,1,1
0,0,1,0,0,2,16.95923092405078,0,6,3,0,1,0,0,0,1,1
1,1,0,0,1,2,24.305079604938314,1,4,3,1,0,0,0,0,2,1
0,1,0,0,0,0,23.55944699971815,0,3,4,1,1,0,1,2,2,1
0,1,0,0,0,2,30.281848177313794,0,1,3,0,1,0,1,1,0,1
0,0,1,0,0,2,44.57936476098504,0,2,5,1,1,0,0,2,1,1
0,0,0,0,0,2,37.80733539215526,0,5,5,1,2,0,0,0,0,0
1,0,0,0,0,2,31.4691710716782,0,2,4,1,1,0,0,2,2,1
1,0,0,0,0,2,33.0521718230997,1,7,2,1,2,0,1,1,1,1
0,0,0,1,0,2,29.93318231794928,1,0,3,1,1,0,0,2,0,1
0,0,0,0,0,1,39.76941551865832,0,2,3,0,1,0,0,2,1,0
0,1,0,0,0,1,40.9011166957382,1,2,1,1,1,0,1,0,1,1
0,0,0,0,0,2,38.39907061241906,0,2,3,1,1,0,1,1,1,0
0,1,0,0,1,1,12.472166015752528,1,3,5,1,0,0,1,2,2,1
0,0,0,0,0,1,33.02220904248262,0,2,3,1,1,0,1,0,2,0
0,1,1,1,0,2,31.165217986673817,0,5,1,1,0,0,0,1,2,1
0,1,1,0,0,2,42.11912359694195,0,1,2,1,0,0,0,1,0,1
0,1,0,1,1,2,35.12369088049254,1,6,1,1,2,0,0,1,2,1
0,0,0,0,0,2,38.077668449271265,0,5,4,1,2,0,1,1,1,0
0,1,1,0,1,1,28.293737470614925,1,4,3,1,0,0,0,2,1,1
0,0,0,0,0,1,41.63640492412427,1,4,3,1,0,0,0,2,0,0
0,0,0,0,0,2,44.3744769875009,0,0,2,0,0,0,1,1,1,0
1,0,1,0,0,2,17.768980189248303,0,5,2,1,2,0,0,2,2,1
0,1,0,0,0,2,20.845442113181104,0,7,2,1,1,0,1,1,1,1
0,0,0,1,0,0,39.990819383208475,0,4,5,1,1,0,1,0,0,1
0,1,0,0,0,2,31.29675165902734,0,4,2,0,0,0,1,1,0,1
1,0,1,0,0,2,42.46703728566858,0,5,3,1,2,0,1,0,1,1
1,0,0,0,0,1,35.14893338594513,1,4,2,0,1,0,0,0,2,1
0,1,1,0,0,0,39.34366973886108,0,3,3,1,1,0,1,2,2,1
0,0,0,0,0,2,25.950692368458906,0,1,5,0,1,1,1,2,2,0
1,1,0,0,0,0,36.060082730849956,0,2,3,0,2,0,0,1,1,1
0,0,0,0,0,1,36.08647663783553,0,5,2,1,2,0,0,0,1,0
0,0,0,0,0,0,26.4932858031689,0,2,3,1,1,0,1,2,1,0
0,0,0,1,0,1,42.21574933400939,1,2,1,1,0,0,1,2,1,1
0,0,0,0,0,1,15.273508749703627,0,3,5,0,1,0,0,2,1,0
0,0,1,0,0,0,34.83167544033591,1,2,1,1,1,0,0,1,1,1
0,0,0,0,0,0,20.865080742620325,0,3,3,0,1,0,1,1,0,0
0,0,0,0,0,2,23.39259473167792,0,5,2,1,2,0,0,2,2,0
1,0,0,0,0,0,42.06967806115503,0,2,5,0,2,0,0,1,1,1
0,0,0,0,0,2,22.670699020077937,0,4,5,0,1,0,0,0,2,0
0,1,0,0,0,2,22.278107256967807,0,3,1,1,1,0,1,2,1,1
0,0,0,0,0,0,38.296996522409486,1,2,1,0,0,0,1,1,1,0
0,1,1,0,0,1,22.569708018597353,1,6,4,1,2,0,1,0,1,1
0,0,0,0,1,2,42.36934860008195,1,3,2,0,0,0,1,2,2,1
1,0,0,0,0,1,38.894828192866406,1,6,3,0,2,0,0,2,1,1
0,0,0,0,0,1,25.667912079984113,0,4,2,1,2,0,0,1,0,0
0,0,0,0,0,2,42.01749384439543,0,2,3,1,1,0,1,0,1,0
0,0,0,0,0,0,14.871306895497536,0,2,2,0,1,0,1,2,1,0
0,0,0,0,0,2,37.29416984762988,0,2,3,1,1,0,1,0,2,0
1,1,0,0,1,2,21.31004682451508,0,4,2,0,1,0,1,1,1,1
0,1,0,0,0,0,28.033315460350774,0,1,4,0,1,0,0,0,1,1
1,0,0,0,0,0,28.633997620300452,1,4,3,1,0,0,1,2,0,1
0,1,0,0,0,2,44.816995057568505,0,3,1,1,1,0,0,1,0,1
0,0,0,0,0,3,28.238102895783573,0,2,1,1,2,0,1,0,0,0
0,0,0,0,0,1,32.168839601059936,0,1,1,1,0,0,0,1,0,0
0,0,0,0,1,1,28.82498669726094,1,2,2,0,1,0,1,2,0,1
0,1,0,0,0,0,23.76144663470568,1,2,2,0,1,0,1,1,1,1
0,0,0,1,0,1,23.318198418343236,0,3,1,1,1,0,1,0,1,1
0,1,0,0,0,0,35.77117344603742,1,3,4,0,2,0,0,1,1,1
0,0,1,0,1,1,32.654582730366506,0,4,4,1,1,0,1,1,2,1
0,0,0,0,0,2,39.991404199017595,0,3,3,0,2,0,0,0,0,0
0,0,0,1,0,3,30.64880998293913,1,0,1,1,0,0,1,2,1,1
1,0,1,0,0,2,30.950172447643215,0,4,3,1,0,0,1,0,0,1
0,0,1,1,0,2,40.02150234272338,1,3,2,1,1,0,1,0,0,1
0,0,1,0,0,1,29.439399403652605,1,2,1,1,1,0,0,2,1,1
0,0,0,1,1,0,19.5118092946842,1,4,5,0,1,0,0,1,1,1
0,0,1,1,0,2,40.78218699667874,0,3,4,0,2,0,0,0,2,1
0,0,0,0,0,2,26.602588502863007,1,1,1,1,2,0,0,1,0,0
0,0,1,0,0,2,33.52204500824909,1,6,2,0,1,0,1,1,2,1
0,0,0,0,0,0,27.07342206921944,1,3,5,1,2,0,0,2,0,0
1,0,1,1,0,1,23.855734019355275,0,0,2,0,1,0,0,0,1,1
0,0,0,1,0,1,15.241887945024093,0,2,1,1,0,0,1,1,1,1
0,0,0,0,0,1,36.054240592723076,0,4,4,0,1,0,1,1,1,0
0,0,0,0,0,0,1.3365950275502563,0,4,4,0,2,0,1,1,2,0
0,0,0,0,0,2,44.974606418309094,0,2,3,1,1,0,1,2,1,0
0,0,1,0,0,0,42.497749669930144,0,7,3,0,0,0,1,1,1,1
0,1,0,0,0,2,24.44162952120938,0,3,4,1,0,0,0,0,0,1
0,0,0,0,0,2,47.67075206363042,0,3,5,0,1,0,0,1,1,0
0,0,1,1,0,2,52.06543249428819,0,4,4,1,1,0,1,0,0,1
0,0,0,0,0,3,30.358156817782543,1,2,1,0,1,0,0,2,1,0
0,1,0,0,0,0,36.72202509682734,1,7,3,0,1,0,1,0,1,1
0,0,0,0,0,2,34.16730760112793,1,0,4,0,0,0,1,2,1,0
0,0,0,1,0,2,46.97662862652347,1,2,4,0,2,0,1,2,1,1
1,0,0,0,0,0,19.948519195660552,0,4,5,1,1,0,0,1,2,1
1,0,0,0,0,2,30.785462973886673,0,7,1,1,1,0,0,0,0,1
0,0,0,0,0,1,41.45040007996437,0,3,1,1,1,0,0,1,1,0
0,1,0,0,1,1,40.46586503931723,1,2,1,0,2,0,0,2,0,1
0,1,1,0,0,2,32.501883942540125,1,5,4,1,1,0,1,2,1,1
1,0,0,0,0,2,45.8484929786155,0,5,5,1,1,0,1,0,0,1
0,0,0,0,0,0,35.071348453290454,1,6,3,0,2,0,1,1,2,0
0,0,0,0,0,2,33.9574117054575,1,5,3,0,1,0,1,1,0,0
0,0,0,1,0,1,39.38250012185781,0,3,4,0,2,0,0,2,0,1
1,0,1,0,0,2,32.33367350608948,0,2,5,1,0,0,1,1,1,1
0,0,0,0,0,3,33.36743256859776,1,4,5,0,0,0,0,1,2,0
1,0,0,0,0,2,25.578184439070007,0,4,3,0,1,0,0,1,2,1
0,0,0,0,1,2,60.18064783686276,0,5,5,1,1,0,1,2,1,1
0,0,0,0,0,2,28.49726025166933,0,1,4,1,2,0,0,0,1,0
0,1,0,0,0,2,39.68197338935552,0,1,4,1,0,0,1,1,1,1
0,0,0,0,0,1,50.651131799659964,1,5,1,1,2,0,1,2,2,0
0,1,0,0,0,1,20.411775266236404,0,1,2,1,2,0,1,1,0,1
0,0,1,0,0,1,38.58392342885748,1,2,3,0,1,0,0,1,1,1
1,0,0,0,0,2,33.115413123667345,1,4,4,1,1,0,0,0,0,1
0,0,1,0,0,2,49.59100396259862,1,1,1,1,0,0,0,1,0,1
1,0,0,0,0,2,24.44433664048383,1,1,4,1,2,0,1,1,0,1
0,0,0,0,0,2,25.90403090813359,0,3,5,1,1,0,0,2,1,0
1,1,0,0,0,2,32.43585404187691,0,6,5,1,0,1,1,0,0,1
0,1,0,0,0,2,28.310316173840835,0,7,3,1,1,0,1,2,1,1
1,0,0,1,0,0,28.628718134857007,1,5,2,1,1,0,1,2,0,1
1,0,0,0,0,1,51.764392702280134,1,5,4,1,1,0,1,1,0,1
0,0,0,0,0,1,34.08149712695247,0,5,4,0,1,1,0,2,2,0
0,0,0,0,0,2,25.6024254684705,0,2,1,0,0,0,1,2,2,0
0,0,0,0,0,0,29.272844218515193,0,6,3,1,1,0,1,2,1,0
0,0,0,0,0,2,36.665491501956694,0,6,4,1,1,0,1,1,0,0
1,0,1,0,0,0,36.03751853799948,0,2,3,0,2,0,0,1,1,1
0,0,0,0,0,1,27.53144712113075,1,3,2,0,1,0,1,1,2,0
0,0,0,0,0,2,17.759305270349024,0,2,1,1,2,0,0,1,0,0
0,0,0,0,0,0,32.42997558711308,0,4,1,1,2,0,1,0,1,0
0,0,0,0,0,2,32.17836719403138,0,5,3,1,0,0,0,2,1,0
1,1,0,0,0,2,26.890988943773817,0,7,2,0,0,0,1,0,1,1
0,0,0,0,0,2,44.80195182441214,1,5,1,0,1,0,1,1,2,0
0,1,0,0,0,2,38.243574477906975,0,6,1,1,0,0,1,1,1,1
0,1,0,0,0,2,34.153810793585876,0,3,2,1,0,0,0,1,1,1
0,1,0,0,1,1,29.54538497947032,1,4,2,1,2,0,1,0,1,1
0,1,0,0,0,2,49.01716619835201,0,5,4,1,1,0,0,1,1,1
0,0,0,0,0,1,22.163402580056125,1,4,3,0,1,0,0,1,1,0
0,1,0,0,0,1,28.281656605372877,1,2,4,1,1,1,0,1,1,1
0,0,1,0,0,1,28.69297681286227,0,3,1,1,2,0,1,2,1,1
0,0,0,0,0,2,35.68033370449872,0,5,2,1,2,0,1,1,0,0
0,1,1,0,0,2,39.04622892248256,1,4,3,0,1,0,0,1,1,1
0,1,0,1,1,2,20.469856043579746,0,3,1,1,0,0,1,0,0,1
0,1,0,0,0,1,26.533126770715075,0,2,5,1,1,0,1,0,0,1
0,1,0,0,0,1,37.06309285561344,1,3,5,0,0,0,1,0,1,1
0,1,1,0,1,2,26.714136561445784,0,4,3,1,1,0,1,1,1,1
0,0,0,0,0,2,29.163482394034183,0,1,1,1,1,0,0,1,1,0
0,0,0,0,0,1,34.505595730180445,1,2,1,1,0,0,0,2,1,0
1,0,0,0,0,1,23.78669302958358,1,2,5,1,0,0,0,1,0,1
0,1,1,1,0,2,35.481785301228115,1,4,2,0,1,0,0,0,2,1
0,1,0,0,0,1,38.5968064816432,0,4,2,1,2,0,1,0,1,1
0,1,0,0,0,2,33.25699704205722,1,3,2,1,1,0,0,0,1,1
0,0,0,0,0,2,46.15606948043353,0,1,1,1,2,0,0,0,2,0
0,0,0,0,0,0,39.646429362186545,0,2,4,0,0,0,1,2,2,0
0,0,0,0,0,1,32.51942789058623,0,1,3,1,0,0,1,2,0,0
0,1,0,0,0,2,29.910749524317335,0,2,5,1,2,0,1,0,1,1
0,0,0,0,0,1,49.21888892833299,1,5,1,0,2,0,1,0,1,0
0,0,0,0,0,0,26.748448935054085,0,3,2,1,2,0,1,2,2,0
0,0,0,1,0,2,30.368795231842036,0,2,3,0,2,0,0,0,1,1
0,1,0,1,0,2,29.088704733001986,0,5,3,1,0,0,1,1,2,1
0,1,0,0,0,2,36.59957152482234,0,5,5,0,2,0,0,0,1,1
0,1,0,0,0,2,53.872953538971764,1,3,3,0,1,0,1,2,0,1
1,0,0,0,0,3,35.19405620215233,1,5,2,1,1,0,1,1,1,1
0,0,0,0,0,0,29.90471124828128,1,3,2,1,1,0,0,1,2,0
0,0,0,0,0,2,34.65464562586306,1,4,3,0,1,0,1,2,0,0
1,0,0,0,0,2,20.690414941395982,0,1,3,1,2,0,0,1,2,1
0,1,0,0,0,0,31.153605009142627,1,4,3,1,1,0,0,1,1,1
0,0,0,1,1,1,48.74798388886295,0,2,5,1,1,0,0,1,2,1
0,0,0,0,0,2,39.056506981064686,1,6,3,1,1,0,1,0,1,0
1,0,0,0,0,1,44.34799608286021,1,4,1,1,1,0,1,0,1,1
1,0,0,0,0,2,42.324121567355526,0,6,1,1,2,0,0,1,2,1
0,1,0,0,0,2,26.308163479406026,0,4,5,1,0,0,1,2,0,1
0,0,0,0,0,2,50.68149061523657,0,2,5,1,1,0,0,0,2,0
0,1,0,0,0,2,16.38274853032161,1,3,3,1,1,0,0,0,1,1
0,0,0,0,1,2,35.99222571362373,0,5,4,1,2,0,0,1,1,1
0,0,1,0,0,2,13.745254434855042,1,3,2,0,2,0,1,0,1,1
0,0,1,0,0,2,16.966239203285546,0,5,5,1,2,0,0,1,2,1
0,0,0,0,0,2,41.60075590282322,1,3,2,1,1,0,0,1,0,0
0,1,0,0,0,2,26.470605215414437,0,4,1,1,1,0,1,1,1,1
0,0,0,1,0,1,44.47743587294029,1,2,1,1,1,0,1,2,1,1
0,0,1,0,0,2,12.678382757341875,0,3,4,1,2,0,1,0,2,1
0,0,0,1,0,1,32.07687373516083,0,4,2,1,2,0,0,2,2,1
1,0,0,0,0,2,21.59173513727196,0,1,5,0,1,0,0,1,2,1
0,1,0,1,0,1,29.84475174724802,0,2,2,0,1,0,0,0,1,1
0,0,0,0,0,2,47.29964212245314,1,3,5,1,2,0,1,0,1,0
0,0,0,0,0,3,49.56376058581885,1,4,3,1,2,0,0,2,2,0
0,1,0,0,0,2,37.6702389118227,0,3,4,1,2,0,1,0,0,1
1,0,1,0,0,2,18.070037594934846,0,1,2,1,0,0,1,1,2,1
0,0,0,0,0,2,21.67783056229939,1,4,3,0,2,0,1,2,1,0
0,0,0,0,0,1,34.38851114783948,1,4,2,0,1,0,0,2,0,0
0,0,0,0,0,1,25.405047187872892,0,3,4,1,1,0,1,1,2,0
0,0,0,0,1,1,39.01914460583801,1,1,1,1,1,0,1,2,0,1
0,0,0,0,0,1,48.48610367815518,0,2,2,0,2,1,0,1,0,0
0,1,0,0,0,2,23.76116998557707,0,7,3,1,2,0,1,2,1,1
0,0,1,0,0,1,24.575927494245292,0,2,2,1,2,0,0,2,1,1
0,1,0,0,0,2,21.92195282920592,1,5,2,0,0,0,0,0,0,1
0,0,0,1,0,2,30.535391990206463,1,3,2,1,2,0,0,1,1,1
1,0,1,0,0,2,33.38571556274344,1,4,3,1,1,0,0,1,0,1
0,0,1,1,0,1,33.100707791731594,0,7,2,1,2,0,0,1,2,1
1,0,0,0,0,1,41.24847317186434,0,0,2,0,2,0,1,2,2,1
0,1,0,1,0,1,36.55463600180041,0,0,1,0,1,0,0,0,1,1
0,0,0,0,0,2,32.35395838926333,1,4,4,1,2,0,0,0,2,0
0,0,0,0,0,1,33.280513298906776,0,3,4,1,1,0,1,0,2,0
0,0,1,0,0,2,33.695262683237154,0,4,4,0,2,0,1,1,1,1
0,0,0,0,0,2,32.36242258804328,1,3,3,0,2,0,0,2,2,0
0,1,0,0,0,1,26.60283361240931,1,4,2,1,0,0,0,0,2,1
0,1,0,0,0,0,21.711443058562693,0,2,1,0,0,0,0,1,2,1
0,0,0,0,0,2,34.22317748160449,0,1,3,1,1,0,0,0,1,0
0,1,0,0,0,1,28.256507934446027,0,3,3,1,1,0,1,0,2,1
0,1,1,0,0,2,37.78346645079399,0,4,2,1,2,0,0,0,1,1
0,0,0,0,0,2,33.569438927700055,0,6,3,1,1,0,1,1,0,0
0,0,1,0,0,1,33.038704380865305,0,0,5,0,2,0,0,0,0,1
0,0,0,0,0,2,42.05560547571153,1,2,1,1,1,0,0,0,2,0
0,0,0,0,0,1,19.837111458255244,0,5,5,1,1,0,0,1,1,0
0,0,0,0,0,1,49.354017073806865,0,6,3,0,1,0,1,1,2,0
0,0,0,0,0,2,12.579690359946731,0,5,4,0,1,0,1,1,1,0
0,0,0,1,0,0,46.39239996622108,0,5,5,0,1,0,0,1,1,1
0,0,0,0,0,0,34.76778407559943,0,5,5,1,0,0,1,1,2,0
0,1,0,0,0,2,28.026394777459416,0,0,2,1,1,0,0,1,2,1
0,0,0,0,0,1,19.213781770546365,0,4,2,1,1,0,0,2,1,0
0,0,0,0,0,0,27.324746450007737,1,0,3,1,1,0,1,0,1,0
0,1,1,0,0,2,31.377803361989805,0,3,3,1,0,0,0,1,2,1
0,0,0,0,0,0,34.71273789806302,0,4,1,1,2,0,1,2,1,0
0,0,0,0,0,2,46.34405571411396,0,4,5,1,0,0,1,1,1,0
0,1,0,0,0,1,33.58275205269946,0,3,4,1,0,0,0,0,0,1
1,1,0,0,1,2,35.87278243105623,0,4,1,0,0,0,0,0,2,1
0,0,0,0,0,1,36.15605826853275,1,4,5,1,2,0,1,1,0,0
0,0,0,0,0,2,29.85389969371458,0,2,5,1,1,0,1,2,0,0
0,1,0,1,0,1,31.112475589356507,0,2,2,1,0,0,1,2,0,1
0,0,0,0,0,2,31.905342211200438,0,3,4,1,2,0,1,1,0,0
0,0,0,0,0,2,38.72602786557011,0,3,2,1,1,0,0,2,2,0
0,0,1,0,0,1,24.40976262158054,0,2,1,1,2,0,0,0,1,1
1,0,0,0,0,1,28.188832855995805,0,3,5,0,2,1,0,1,1,1
0,0,0,0,1,0,36.21395481151651,0,2,3,1,1,0,0,2,2,1
0,1,1,0,0,3,22.88870339507199,0,1,1,0,1,0,0,2,0,1
1,1,1,1,0,2,33.95694674201887,0,4,4,1,2,0,0,2,0,1
1,1,0,0,0,2,27.825198658807324,1,3,2,1,2,0,1,2,1,1
0,0,0,0,0,2,37.5991619383678,1,3,1,1,2,0,0,2,1,0
1,0,1,0,0,1,45.676553739948204,1,1,3,1,0,0,1,0,0,1
0,1,0,0,1,0,27.834967113753752,1,3,3,1,0,0,1,1,1,1
1,0,0,0,0,2,39.94661782409189,1,9,4,0,1,0,1,2,0,1
0,0,0,1,1,1,34.76560962357938,0,4,3,1,2,0,0,2,2,1
0,1,0,1,0,1,29.33046887307348,0,2,3,1,2,0,1,2,2,1
0,0,1,0,0,2,32.961675087559236,0,1,2,1,2,0,0,0,1,1
0,0,0,0,0,0,44.97099861418591,1,4,1,0,2,0,1,2,1,0
0,1,0,0,0,1,31.30207552433943,0,3,1,0,0,0,0,1,1,1
0,1,1,0,0,2,45.07469994393313,1,1,2,0,2,0,0,1,2,1
0,0,0,0,0,0,31.784311558290508,1,4,3,1,2,0,0,2,0,0
0,1,0,0,0,0,19.76442764961552,0,6,1,1,1,0,1,2,2,1
0,0,1,0,0,2,31.53531448735992,0,2,1,0,1,0,0,1,1,1
0,0,0,0,0,2,19.040157128155688,0,4,1,0,1,0,1,1,1,0
0,1,0,0,0,1,29.945277521103296,0,7,2,0,2,0,1,1,1,1
0,1,1,0,0,0,29.588098870670855,1,0,4,1,2,0,0,1,2,1
1,0,0,0,0,3,49.79675761854311,0,3,3,1,2,0,0,1,1,1
0,0,0,0,0,0,47.86711906053161,1,6,3,0,1,0,0,2,1,0
0,0,0,0,0,0,33.69419938259806,1,7,5,1,1,0,1,1,0,0
0,0,0,0,0,1,44.16561481267739,0,3,2,1,1,0,0,2,1,0
0,0,0,0,1,1,29.200994842761354,1,6,4,1,0,0,1,0,0,1
0,0,0,0,0,2,19.62663124710438,0,3,2,1,0,0,0,2,2,0
0,0,0,0,0,2,37.80878694055244,1,0,3,1,1,0,0,0,0,0
0,0,1,0,0,1,36.26085936855383,1,8,4,1,2,0,0,0,1,1
0,0,0,0,0,2,24.180975110617247,1,2,4,1,2,0,1,2,2,0
0,1,0,0,0,2,24.592285730282047,0,5,1,0,1,0,0,1,2,1
0,0,0,0,0,1,41.637970904198475,1,4,2,0,2,0,0,1,2,0
1,0,0,0,1,1,17.243170972348537,1,3,2,0,1,0,1,1,1,1
0,1,0,0,1,2,38.091084004201505,1,6,2,0,2,0,0,0,1,1
0,0,0,0,0,1,29.975375086531272,0,3,3,1,1,0,0,1,0,0
0,0,1,0,0,2,38.1039415425899,1,2,4,1,0,0,1,2,0,1
0,0,0,0,0,2,42.09124326380355,1,3,1,1,0,0,0,0,0,0
0,0,1,0,0,1,24.768788523516406,1,5,2,0,1,0,1,2,1,1
0,0,0,0,0,0,22.29639591926368,0,3,4,0,1,0,1,1,1,0
1,0,0,0,0,0,46.5364637180597,0,5,4,1,2,0,1,0,0,1
0,0,0,0,0,1,32.36816653558157,1,1,1,1,2,0,1,1,0,0
0,0,0,0,0,0,35.94805487529491,0,1,3,1,1,0,0,1,2,0
0,0,0,0,0,2,41.37016754210213,1,4,5,0,0,0,1,1,0,0
0,0,1,0,0,1,23.960021355583198,0,2,3,0,0,0,0,0,1,1
0,1,0,0,0,2,41.28824542533882,1,3,2,0,1,0,1,1,0,1
0,0,0,0,0,1,38.85342481621889,1,4,3,1,1,0,1,1,1,0
0,0,0,0,0,2,46.571212645886746,0,1,2,0,2,0,0,2,1,0
0,0,0,1,0,2,46.409021707621186,1,5,3,0,2,0,1,0,2,1
0,0,0,0,0,2,33.48995976138323,1,4,4,1,2,0,0,2,0,0
0,1,0,1,0,1,39.9034224425957,1,1,1,1,1,0,1,1,2,1
0,0,1,0,0,0,33.31432620313091,0,3,2,1,2,0,0,1,2,1
0,1,0,1,0,1,34.250770647069665,1,3,3,0,2,0,1,1,0,1
0,0,0,1,0,1,22.40160965146147,0,2,2,1,1,0,1,0,1,1
0,1,0,1,0,3,30.812194953663912,0,4,4,1,0,0,1,0,2,1
0,0,0,0,0,2,16.208683628677033,1,6,1,1,2,0,1,2,2,0
0,0,0,0,0,2,31.621431695022256,0,7,5,1,2,0,1,1,1,0
0,0,0,1,0,2,45.17639768056955,0,3,5,1,2,0,0,1,1,1
0,0,0,0,0,2,40.13474204114831,1,3,2,1,2,0,0,0,1,0
0,0,1,0,0,2,33.943907681912016,0,4,1,0,2,0,0,0,0,1
0,0,0,0,0,1,31.02098283046829,1,3,5,0,0,0,1,1,2,0
